,MapRefNo,GrLivArea,SalePrice,MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,TotalSF,Price/SF,BsmtPercentUnfinished,LowQualFinishedPercent,TotalAuxSF,relativeAuxSF,Price/AuxSF,SchD_S,GLA,LndAc_S,Ext1,OthAc_S,ImpAc_S,ValType,NmbrBRs,Rcrd_Yr,GarYrBlt,TtlBsmtSF,TxD_S,YrBuilt,PA-Strt,PA-StSfx,Central Air,Source,AcreNt_S,Ext2,TtlVal_AsrYr,PA-Nmbr,AcreGr,Rcrd_Mo,Cars,Date
144,906385010,1226,198900,20,RL,10402,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1226.0,1226.0,GasA,Ex,Y,SBrkr,1226,0,0,0.0,0.0,2,0,3,1,Gd,6,Typ,0,Attchd,2009.0,RFn,3.0,740.0,TA,TA,Y,0,36,0,0,0,0,0,5,2010,WD ,Normal,2452.0,81.11745513866232,1.0,0.0,11178.0,501.5116279069771,17.793880837359097,1,1226.0,62400,VinylSd,187000,0,F,3.0,2016.0,2009.0,1226.0,1,2009.0,DURANT,ST,Yes,Ames City Assessor,0.0,VinylSd,249400,5505,0.0,4.0,3.0,10-Jul-20
145,534276230,1712,145000,90,RL,8393,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,5,1959,2005,Gable,CompShg,MetalSd,MetalSd,BrkFace,122.0,TA,TA,CBlock,TA,TA,No,LwQ,528.0,Unf,0.0,1098.0,1626.0,GasA,Ex,Y,SBrkr,1712,0,0,0.0,0.0,2,0,4,2,TA,8,Typ,0,Attchd,2005.0,Fin,2.0,588.0,TA,TA,Y,272,54,0,0,0,0,0,6,2006,WD ,Family,3338.0,43.43918514080288,0.6752767527675276,0.0,9035.0,-1641.488372093023,16.048699501936913,1,1712.0,41500,MetalSd,124500,0,F,4.0,2012.0,2005.0,1626.0,1,1959.0,MELROSE,AVE,Yes,Ames City Assessor,0.0,MetalSd,166000,2002.0,0.0,3.0,2.0,10-Jul-20
146,906420020,1915,220000,60,RL,10041,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,8,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,789.0,Unf,0.0,119.0,908.0,GasA,Ex,Y,SBrkr,927,988,0,1.0,0.0,2,1,3,1,Gd,8,Typ,1,Attchd,1992.0,Fin,2.0,506.0,TA,TA,Y,120,150,0,0,0,0,0,2,2006,WD ,Abnorml,2823.0,77.93127878143818,0.13105726872246695,0.0,10697.0,20.511627906977083,20.566513975881087,1,1915.0,70100,HdBoard,210300,0,F,3.0,2006.0,1992.0,908.0,1,1992.0,VERMONT,CIR,Yes,Ames City Assessor,0.0,HdBoard,280400,923,0.0,2.0,2.0,10-Jul-20
147,527404120,882,126000,20,RL,8400,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1970,1970,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,804.0,Rec,78.0,0.0,882.0,GasA,TA,Y,SBrkr,882,0,0,1.0,0.0,1,0,2,1,TA,4,Typ,0,Attchd,1970.0,Fin,2.0,525.0,TA,TA,Y,240,0,0,0,0,0,0,4,2010,WD ,Normal,1764.0,71.42857142857143,0.0,0.0,8925.0,-1751.488372093023,14.117647058823529,1,882.0,38900,Plywood,116600,0,F,2.0,2017.0,1970.0,882.0,1,1970.0,GARNER,AVE,Yes,Ames City Assessor,0.0,Plywood,155500,3203.0,0.0,7.0,2.0,10-Jul-20
148,907192010,1861,200000,60,RL,13450,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,700.0,Unf,0.0,216.0,916.0,GasA,Ex,Y,SBrkr,920,941,0,1.0,0.0,2,1,3,1,Gd,8,Typ,0,BuiltIn,2002.0,RFn,2.0,492.0,TA,TA,Y,146,91,0,0,0,0,0,6,2006,WD ,Normal,2777.0,72.02016564638099,0.23580786026200873,0.0,14033.0,3356.511627906977,14.252120002850424,1,1861.0,65400,VinylSd,196000,0,F,3.0,2006.0,2002.0,916.0,1,2002.0,CLEMENS,BLVD,Yes,Ames City Assessor,0.0,VinylSd,261400,5301,0.0,6.0,2.0,10-Jul-20
149,527131030,1659,278000,120,RL,5664,Pave,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,2000,2000,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,1158.0,Unf,0.0,343.0,1501.0,GasA,Ex,Y,SBrkr,1659,0,0,1.0,0.0,2,0,2,1,Ex,5,Typ,1,Attchd,2000.0,Fin,2.0,499.0,TA,TA,Y,212,59,0,0,0,0,0,10,2009,WD ,Normal,3160.0,87.9746835443038,0.2285143237841439,0.0,6222.0,-4454.488372093023,44.68016714882675,5,1659.0,75700,CemntBd,227000,0,F,2.0,2009.0,2000.0,1501.0,45,2000.0,STONE BROOKE,RD,Yes,Ames City Assessor,0.0,CmentBd,302700,4239.0,0.0,10.0,2.0,10-Jul-20
150,527452290,1387,145000,20,RL,7514,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1967,1975,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Mn,ALQ,373.0,Rec,108.0,462.0,943.0,GasA,TA,Y,SBrkr,1387,0,0,1.0,0.0,1,0,3,1,TA,6,Typ,1,Attchd,1974.0,RFn,1.0,300.0,TA,TA,Y,0,0,240,0,0,0,0,9,2006,WD ,Normal,2330.0,62.23175965665236,0.4899257688229056,0.0,8054.0,-2622.488372093023,18.003476533399553,1,1387.0,49300,MetalSd,147700,0,F,3.0,2006.0,1974.0,943.0,1,1967.0,JOHNSON,ST,Yes,Ames City Assessor,0.0,MetalSd,197000,1401.0,0.0,9.0,1.0,10-Jul-20
151,907250030,1978,318000,20,RL,10389,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2003,2003,Hip,CompShg,CemntBd,CmentBd,BrkFace,320.0,Gd,TA,PConc,Gd,TA,No,GLQ,1682.0,Unf,0.0,296.0,1978.0,GasA,Ex,Y,SBrkr,1978,0,0,1.0,0.0,2,1,3,1,Gd,8,Typ,1,Attchd,2003.0,RFn,3.0,850.0,TA,TA,Y,188,25,0,0,0,0,0,5,2010,WD ,Normal,3956.0,80.38422649140546,0.14964610717896865,0.0,11264.0,587.5116279069771,28.23153409090909,1,1978.0,92500,CemntBd,277400,0,F,3.0,2017.0,2003.0,1978.0,1,2003.0,SMILEY,AVE,Yes,Ames City Assessor,0.0,CmentBd,369900,509,0.0,7.0,3.0,10-Jul-20
152,909251040,1298,146500,50,RL,6821,Pave,Reg,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,6,7,1921,2005,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,113.0,Unf,0.0,538.0,651.0,GasA,Gd,Y,SBrkr,759,539,0,0.0,0.0,2,0,2,1,TA,8,Typ,1,Detchd,1994.0,Unf,1.0,240.0,TA,TA,P,216,0,168,0,0,0,0,8,2007,WD ,Normal,1949.0,75.16675218060544,0.82642089093702,0.0,7229.0,-3447.488372093023,20.265596901369484,1,1298.0,44800,Wd Sdng,134400,0,F,2.0,2012.0,1994.0,651.0,1,1921.0,BAKER,ST,Yes,Ames City Assessor,0.0,Wd Sdng,179200,2322,0.0,6.0,1.0,10-Jul-20
153,535377100,720,86900,50,RL,7008,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,8,1900,1998,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,BrkTil,Fa,Fa,No,Unf,0.0,Unf,0.0,448.0,448.0,GasA,Ex,Y,SBrkr,448,272,0,0.0,0.0,1,0,1,1,Fa,5,Typ,0,Attchd,1900.0,Unf,1.0,280.0,Fa,TA,Y,0,0,70,0,0,0,0,3,2006,WD ,Normal,1168.0,74.40068493150685,1.0,0.0,7358.0,-3318.488372093023,11.810274531122587,1,720.0,25900,MetalSd,77600,0,F,1.0,2011.0,1900.0,448.0,1,1900.0,DOUGLAS,AVE,Yes,Ames City Assessor,0.0,MetalSd,103500,1502.0,0.0,6.0,1.0,10-Jul-20
154,528174050,1358,213000,120,RL,6904,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,240.0,Gd,TA,PConc,Gd,TA,Av,ALQ,836.0,Unf,0.0,522.0,1358.0,GasA,Ex,Y,SBrkr,1358,0,0,0.0,0.0,2,0,2,1,Gd,6,Typ,1,Attchd,2005.0,RFn,2.0,484.0,TA,TA,Y,192,36,0,0,0,0,0,8,2009,WD ,Normal,2716.0,78.4241531664212,0.38438880706921946,0.0,7424.0,-3252.488372093023,28.69073275862069,5,1358.0,69300,VinylSd,207900,0,F,2.0,2017.0,2005.0,1358.0,45,2005.0,HARRISON,RD,Yes,Ames City Assessor,0.0,VinylSd,277200,2910.0,0.0,10.0,2.0,10-Jul-20
155,533128090,1624,262000,20,RL,12461,Pave,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,5,1994,1995,Gable,CompShg,ImStucc,ImStucc,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,1456.0,Unf,0.0,168.0,1624.0,GasA,Ex,Y,SBrkr,1624,0,0,1.0,0.0,2,0,2,1,Gd,5,Typ,1,Attchd,1994.0,RFn,3.0,757.0,TA,TA,Y,0,114,192,0,0,0,0,7,2006,WD ,Normal,3248.0,80.66502463054188,0.10344827586206896,0.0,13524.0,2847.511627906977,19.37296657793552,1,1624.0,80200,ImStucc,240400,0,F,2.0,2014.0,1994.0,1624.0,1,1994.0,NORTHRIDGE,CIR,Yes,Ames City Assessor,0.0,ImStucc,320600,2700.0,0.0,4.0,3.0,10-Jul-20
156,533250110,1239,217500,120,RL,11064,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1995,1995,Hip,CompShg,BrkFace,BrkFace,None,0.0,Gd,TA,PConc,Gd,TA,Gd,LwQ,560.0,GLQ,670.0,0.0,1230.0,GasA,Ex,Y,SBrkr,1239,0,0,1.0,0.0,1,1,1,1,Gd,4,Typ,1,Attchd,1995.0,Fin,2.0,477.0,TA,TA,Y,172,24,0,0,0,0,0,8,2008,WD ,Normal,2469.0,88.09234507897935,0.0,0.0,11565.0,888.5116279069771,18.80674448767834,1,1239.0,58800,BrkFace,176400,0,F,1.0,2008.0,1995.0,1230.0,1,1995.0,GREENSBORO,CIR,Yes,Ames City Assessor,0.0,BrkFace,235200,2869.0,0.0,8.0,2.0,10-Jul-20
157,908186040,1072,148000,180,RM,3675,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,SLvl,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,80.0,TA,TA,PConc,Gd,TA,Gd,GLQ,459.0,Unf,0.0,88.0,547.0,GasA,Ex,Y,SBrkr,1072,0,0,1.0,0.0,1,0,2,1,TA,5,Typ,0,Basment,2005.0,RFn,2.0,525.0,TA,TA,Y,0,28,0,0,0,0,0,6,2008,WD ,Normal,1619.0,91.41445336627548,0.16087751371115175,0.0,4228.0,-6448.488372093023,35.00473036896878,1,1072.0,44900,VinylSd,134500,0,F,2.0,2015.0,2005.0,547.0,1,2005.0,MARIGOLD,DR,Yes,Ames City Assessor,0.0,VinylSd,179400,3905,0.0,5.0,2.0,10-Jul-20
158,903231050,884,113000,45,RM,6120,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,5,7,1939,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,Gd,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,884.0,884.0,GasA,Ex,Y,SBrkr,884,0,0,0.0,0.0,1,0,2,1,TA,5,Typ,0,Detchd,1939.0,Unf,1.0,240.0,TA,TA,Y,0,0,136,0,0,0,0,7,2007,WD ,Normal,1768.0,63.914027149321264,1.0,0.0,6496.0,-4180.488372093023,17.395320197044335,1,884.0,36200,AsbShng,108400,0,F,2.0,2007.0,1939.0,884.0,1,1939.0,MARSTON,AVE,Yes,Ames City Assessor,0.0,AsbShng,144600,1113,0.0,7.0,1.0,10-Jul-20
159,908152110,1398,160500,60,RL,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,2Story,6,7,1976,2001,Hip,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,288.0,Unf,0.0,396.0,684.0,GasA,TA,Y,SBrkr,684,714,0,0.0,0.0,1,1,3,1,TA,6,Typ,1,Attchd,1976.0,Fin,2.0,440.0,TA,TA,Y,0,0,0,0,0,0,0,2,2008,WD ,Normal,2082.0,77.08933717579251,0.5789473684210527,0.0,7640.0,-3036.488372093023,21.00785340314136,1,1398.0,47500,Plywood,142400,0,F,3.0,2015.0,1976.0,684.0,1,1976.0,WELLONS,DR,Yes,Ames City Assessor,0.0,Plywood,189900,414,0.0,10.0,2.0,10-Jul-20
160,535476110,941,145000,90,RL,8604,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,SFoyer,5,7,1978,1978,Gable,CompShg,Plywood,Plywood,BrkFace,124.0,TA,Gd,CBlock,Gd,TA,Av,GLQ,941.0,Unf,0.0,0.0,941.0,GasA,Gd,Y,SBrkr,941,0,0,1.0,0.0,1,0,2,1,Gd,4,Typ,0,Attchd,1978.0,Unf,2.0,564.0,TA,TA,Y,0,40,0,0,0,0,0,11,2009,WD ,Normal,1882.0,77.04569606801276,0.0,0.0,9208.0,-1468.488372093023,15.747176368375326,1,941.0,43700,Plywood,130900,0,F,2.0,2009.0,1978.0,941.0,1,1978.0,MEADOWLANE,AVE,Yes,Ames City Assessor,0.0,Plywood,174600,1603.0,0.0,11.0,2.0,10-Jul-20
161,533250050,1288,245500,120,RL,14963,Pave,IR2,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1996,1996,Gable,CompShg,BrkFace,BrkFace,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,786.0,Unf,0.0,474.0,1260.0,GasA,Ex,Y,SBrkr,1288,0,0,1.0,0.0,1,1,1,1,Ex,4,Typ,2,Attchd,1996.0,Fin,2.0,500.0,TA,TA,Y,120,30,0,0,224,0,0,12,2008,WD ,Normal,2548.0,96.35007849293564,0.3761904761904762,0.0,15717.0,5040.511627906977,15.620029267671947,1,1288.0,64100,BrkFace,192200,0,F,1.0,2016.0,1996.0,1260.0,1,1996.0,GREENSBORO,CIR,Yes,Ames City Assessor,0.0,BrkFace,256300,2845.0,0.0,2.0,2.0,10-Jul-20
162,535325340,1005,133500,20,RL,11050,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1956,1956,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,488.0,Unf,0.0,517.0,1005.0,GasA,Ex,Y,SBrkr,1005,0,0,0.0,0.0,1,0,2,1,TA,6,Typ,1,Attchd,1956.0,Unf,1.0,319.0,TA,TA,Y,0,0,0,0,288,0,0,7,2006,WD ,Normal,2010.0,66.41791044776119,0.5144278606965174,0.0,11657.0,980.5116279069771,11.452346229733207,1,1005.0,40400,MetalSd,121300,0,F,2.0,2014.0,1956.0,1005.0,1,1956.0,16TH,ST,Yes,Ames City Assessor,0.0,MetalSd,161700,221.0,0.0,6.0,1.0,10-Jul-20
163,909475050,1696,198000,20,RL,20693,Pave,IR1,Bnk,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1Story,7,5,1971,1971,Gable,CompShg,Plywood,Plywood,BrkFace,652.0,TA,TA,CBlock,Gd,TA,No,Rec,434.0,Unf,0.0,1262.0,1696.0,GasA,Ex,Y,SBrkr,1696,0,0,0.0,0.0,2,0,3,1,TA,7,Typ,2,Attchd,1971.0,Fin,2.0,625.0,TA,TA,Y,0,146,0,0,0,0,0,2,2007,WD ,Normal,3392.0,58.37264150943396,0.7441037735849056,0.0,21464.0,10787.511627906977,9.224748415952293,1,2150.0,102900,Plywood,308500,0,F,3.0,2010.0,1971.0,1696.0,1,1971.0,ASHMORE,DR,Yes,Ames City Assessor,0.0,Plywood,411400,2152,0.0,6.0,2.0,10-Jul-20
164,907196020,1541,205000,20,RL,13704,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,150.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1541.0,1541.0,GasA,Ex,Y,SBrkr,1541,0,0,0.0,0.0,2,0,3,1,Gd,6,Typ,1,Attchd,2001.0,RFn,3.0,843.0,TA,TA,Y,468,81,0,0,0,0,0,1,2006,WD ,Normal,3082.0,66.51524983776768,1.0,0.0,14628.0,3951.511627906977,14.01421930544162,1,1541.0,64300,VinylSd,192900,0,F,3.0,2006.0,2001.0,1541.0,1,2001.0,CLEMENS,BLVD,Yes,Ames City Assessor,0.0,VinylSd,257200,5216,0.0,1.0,3.0,10-Jul-20
165,533130160,2225,285000,60,RL,11134,Pave,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1992,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,180.0,Gd,TA,PConc,Gd,TA,No,GLQ,1129.0,Unf,0.0,261.0,1390.0,GasA,Ex,Y,SBrkr,1402,823,0,1.0,0.0,2,1,4,1,Gd,7,Typ,1,Attchd,1992.0,RFn,3.0,713.0,TA,TA,Y,198,30,0,0,0,0,0,6,2010,WD ,Normal,3615.0,78.83817427385893,0.18776978417266188,0.0,11877.0,1200.511627906977,23.99595857539783,1,2225.0,91700,CemntBd,275000,0,F,4.0,2019.0,1992.0,1390.0,1,1992.0,RIDGETOP,CIR,Yes,Ames City Assessor,0.0,CmentBd,366700,2424.0,0.0,4.0,3.0,10-Jul-20
166,535102010,1280,175000,85,RL,10050,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SFoyer,5,6,1966,1966,Gable,CompShg,HdBoard,HdBoard,BrkFace,87.0,TA,TA,CBlock,TA,TA,Av,GLQ,602.0,Unf,0.0,191.0,793.0,GasA,Ex,Y,SBrkr,1280,0,0,0.0,1.0,2,0,3,1,TA,6,Typ,1,Basment,1966.0,Fin,2.0,432.0,TA,TA,Y,140,40,0,0,0,0,0,6,2007,WD ,Normal,2073.0,84.4187168355041,0.2408575031525851,0.0,10522.0,-154.48837209302292,16.631819045808783,1,1280.0,46800,HdBoard,140200,0,F,3.0,2016.0,1966.0,793.0,1,1966.0,NORTHWOOD,DR,Yes,Ames City Assessor,0.0,HdBoard,187000,2729.0,0.0,12.0,2.0,10-Jul-20
168,527325070,2872,272000,60,RL,12227,Pave,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,PosN,Norm,1Fam,2Story,6,7,1977,1995,Gable,CompShg,HdBoard,HdBoard,BrkFace,424.0,TA,Gd,CBlock,Gd,Gd,No,ALQ,896.0,Unf,0.0,434.0,1330.0,GasA,TA,Y,SBrkr,1542,1330,0,1.0,0.0,2,1,4,1,TA,11,Typ,1,Attchd,1977.0,Fin,2.0,619.0,TA,TA,Y,550,282,0,0,0,0,0,7,2008,WD ,Normal,4202.0,64.73108043788672,0.3263157894736842,0.0,13128.0,2451.511627906977,20.719073735527118,1,2873.0,88400,HdBoard,265100,0,F,4.0,2008.0,1977.0,1330.0,1,1977.0,BUCHANAN,DR,Yes,Ames City Assessor,0.0,HdBoard,353500,1904.0,0.0,7.0,2.0,10-Jul-20
170,903226160,1132,134000,50,RM,6000,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1939,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,Gd,No,BLQ,452.0,LwQ,12.0,144.0,608.0,GasA,TA,Y,SBrkr,608,524,0,1.0,0.0,1,0,2,1,TA,5,Typ,0,Detchd,1939.0,Unf,1.0,240.0,TA,TA,Y,0,0,128,0,0,0,0,4,2010,WD ,Abnorml,1740.0,77.01149425287356,0.23684210526315788,0.0,6368.0,-4308.488372093023,21.042713567839197,1,1132.0,39400,MetalSd,118100,0,F,2.0,2014.0,1939.0,608.0,1,1939.0,CURTISS,AVE,Yes,Ames City Assessor,0.0,MetalSd,157500,1222,0.0,8.0,1.0,10-Jul-20
171,902134100,899,78000,30,RM,6756,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,1910,1950,Mansard,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,Gd,No,Unf,0.0,Unf,0.0,481.0,481.0,GasA,TA,N,FuseA,899,0,0,0.0,0.0,1,0,2,1,TA,5,Typ,0,Detchd,1930.0,Unf,1.0,200.0,Fa,TA,P,0,0,96,0,0,0,0,9,2008,WD ,Normal,1380.0,56.52173913043478,1.0,0.0,7052.0,-3624.488372093023,11.06069200226886,1,899.0,27300,MetalSd,82000,0,F,2.0,2008.0,1930.0,481.0,1,1910.0,9TH,ST,No,Ames City Assessor,0.0,MetalSd,109300,321.0,0.0,9.0,1.0,10-Jul-20
172,902111010,844,111500,30,RM,5633,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,7,1925,1950,Gable,CompShg,MetalSd,Stucco,None,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0.0,Unf,0.0,844.0,844.0,GasA,TA,Y,SBrkr,844,0,0,0.0,0.0,1,0,2,1,TA,5,Typ,0,Detchd,1925.0,Unf,1.0,216.0,TA,TA,N,50,81,123,0,0,0,0,7,2006,WD ,Normal,1688.0,66.05450236966824,1.0,0.0,6053.0,-4623.488372093023,18.42061787543367,1,844.0,31000,MetalSd,93100,0,F,2.0,2013.0,1925.0,844.0,1,1925.0,10TH,ST,Yes,Ames City Assessor,0.0,Stucco,124100,412.0,0.0,8.0,1.0,10-Jul-20
173,535381040,2377,142900,50,RL,10410,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,5,1915,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,1313.0,1313.0,GasA,TA,Y,SBrkr,1313,0,1064,0.0,0.0,2,0,3,1,Gd,8,Min2,1,Detchd,1954.0,Unf,2.0,528.0,TA,TA,Y,0,0,432,0,0,0,0,6,2009,WD ,Normal,3690.0,38.72628726287263,1.0,0.2883468834688347,11370.0,693.5116279069771,12.56816182937555,1,2467.0,54300,MetalSd,162700,0,F,4.0,2013.0,1954.0,1313.0,1,1915.0,KELLOGG,AVE,Yes,Ames City Assessor,0.0,MetalSd,217000,1311.0,0.0,8.0,2.0,10-Jul-20
174,910202060,1154,125500,50,RM,5436,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,8,1922,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,BrkTil,TA,TA,No,BLQ,735.0,Unf,0.0,61.0,796.0,GasA,Gd,Y,SBrkr,796,358,0,1.0,0.0,1,0,3,1,Gd,7,Typ,0,Detchd,1922.0,Unf,1.0,240.0,TA,TA,N,0,96,0,0,0,0,0,5,2010,WD ,Normal,1950.0,64.35897435897436,0.07663316582914573,0.0,5772.0,-4904.488372093023,21.742896742896743,1,1154.0,37400,VinylSd,112300,0,F,3.0,2019.0,1922.0,796.0,1,1922.0,MAPLE,AVE,Yes,Ames City Assessor,0.0,VinylSd,149700,109,0.0,12.0,1.0,10-Jul-20
175,535477180,864,125500,20,RL,6600,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,1Story,5,5,1962,1962,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,110.0,BLQ,442.0,312.0,864.0,GasA,Gd,Y,SBrkr,864,0,0,0.0,0.0,1,0,2,1,TA,5,Typ,0,Detchd,1962.0,Unf,1.0,294.0,TA,TA,Y,58,0,0,0,0,0,0,12,2007,WD ,Normal,1728.0,72.62731481481481,0.3611111111111111,0.0,6894.0,-3782.488372093023,18.20423556715985,1,864.0,35500,Wd Sdng,106500,0,F,2.0,2016.0,1962.0,864.0,1,1962.0,MEADOWLANE,AVE,Yes,Ames City Assessor,0.0,Wd Sdng,142000,1308.0,0.0,5.0,1.0,10-Jul-20
176,528429120,2097,423000,20,RL,20896,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,Somerst,RRAn,Norm,1Fam,1Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,Mn,GLQ,1721.0,Unf,0.0,356.0,2077.0,GasA,Ex,Y,SBrkr,2097,0,0,1.0,0.0,1,1,1,1,Ex,8,Typ,1,Attchd,2005.0,Fin,3.0,1134.0,TA,TA,Y,192,267,0,0,0,0,0,1,2006,New,Partial,4174.0,101.34163871586009,0.17140105922002888,0.0,22297.0,11620.511627906977,18.97116203973629,1,2097.0,107400,VinylSd,322200,0,F,1.0,2006.0,2005.0,2077.0,1,2005.0,DALTON,CIR,Yes,Ames City Assessor,0.0,VinylSd,429600,2422.0,0.0,1.0,3.0,10-Jul-20
